"","Date","BRAZIL_Financials","BRAZIL_Industrials","BRAZIL_Resources","CHINA_FINANCIAL","CHINA_INDUSTRIAL","CHINA_RESOURCE","INDIA_FINANCIAL","INDIA_INDUSTRIALS","INDIA_RESOURCES","RUSSIA_FINANCIAL","RUSSIA_INDUSTRIAL","RUSSIA_RESOURCES","SOUTH_AFRICA_FINANCIAL","SOUTH_AFRICA_INDUSTRIAL","SOUTH_AFRICA_RESOURCE"
"1","2006-01-02",-0.000703954133001217,-0.000669490766330418,-0.000277338898495469,0.000889593271443156,0.00530867349202004,0.0144797796537245,-0.000882683771972145,0.00156345268447806,-0.000182885141266729,0.00183443833744629,0.00448463565058531,0.00382687390653753,-0.013905221158154,-0.0067786234821902,0.000694723886116356
"2","2006-01-03",0.0343021001328871,0.0190668629166641,0.00722228412660679,-0.0000865671376227879,0.000214418475386457,0.0299938021065105,0.0123523770566305,-0.00194318198632426,-0.00534216321944807,-0.000928767265035137,0.00685441626363616,-0.000391114561292458,0.00226203001628536,0.00107243289704226,-0.00278614800413048
"3","2006-01-04",0.0398751417625939,0.00844183706067532,-0.00559350241117417,-0.00131541847932499,-0.000587408315391858,0.0160522153878432,0.0133851522207393,0.00152609747187469,0.00719768444144166,-0.00159195060481427,0.00715450756848944,-0.00265567025021303,0.000104192623567632,-0.000162186222468556,0.00984443879007268
"4","2006-01-05",-0.00439146419832241,-0.00214819250980351,0.0156973915313953,-0.0196892562961262,0.0140684414651225,0.00207748784617867,0.00463804363011208,0.014968415072389,-0.0163938507269396,0.00785605171029307,0.0163691852719523,0.00848498231379743,0.00013999582854673,-0.0048325180959158,-0.0167089203465175
"5","2006-01-06",0.0269180989571212,0.0159192007396475,0.0103864523724992,0.00753198804297431,-0.0579535384421749,0.000914023126278842,0.00425196499747135,-0.0368467626444347,0.00725423789029475,0.00771088622522388,-0.0342035098809517,0.0109996266858459,-0.00347885770336954,0.0111808487699459,-0.000989053488416716
"6","2006-01-09",0.00444150596946291,-0.00391100131534888,-0.00454297072864659,-0.000801530553417341,-0.0179112252170682,0.00111075877470351,-0.0077304546533716,0.0205964403736136,0.0032533267552652,-0.0345840809922581,-0.0402784869539429,-0.00139544859867218,0.00967033379934159,-0.0041236452636818,0.0000681963887683744
"7","2006-01-10",-0.0139470976540344,-0.00916234581245443,-0.00897453309266392,-0.000176103236650255,0.00464410026667183,-0.0135258819752855,-0.0191473684463602,0.00114092358409828,-0.000962047383610972,0.000299293492655372,0.00219228105536804,-0.000716079477146486,0.00685989068505237,0.00109113558814142,0.00238101171448146
"8","2006-01-11",0.0188070905518332,0.0136155901496452,0.00064134110502661,0.000168920886165385,-0.00000860552455049675,0.0326019133681094,0.000980579268861278,-0.00104794895068968,0.00138829881456769,0.0490360249296722,0.0367588493621583,-0.0276782913547884,0.00195793795783403,0.00202710867144383,0.00239779343146274
"9","2006-01-12",-0.00117421183810836,-0.0064730178814208,-0.00341832355843257,0.00625697448014424,-0.000451931589427337,0.0346892979048408,-0.00327644204417869,-0.00447740767604264,-0.0158543937351441,0.0983705805880407,0.012825528003294,-0.0108366874671637,0.000171808480708426,0.0000795505346165652,0.0170967740787128
"10","2006-01-13",0.00989007085337447,0.00214497928862131,0.0138267777598136,0.0245036186477269,0.00689803153575339,0.00101568237439723,-0.0064881290707807,0.0381051818071155,0.0139513968769009,-0.0353416099585539,0.0177798435041259,-0.0324430122846748,0.000463080752359064,0.000330040197424871,0.0176918996103238
