"","Date","BRAZIL_Financials","BRAZIL_Industrials","BRAZIL_Resources","CHINA_FINANCIAL","CHINA_INDUSTRIAL","CHINA_RESOURCE","INDIA_FINANCIAL","INDIA_INDUSTRIALS","INDIA_RESOURCES","RUSSIA_FINANCIAL","RUSSIA_INDUSTRIAL","RUSSIA_RESOURCES","SOUTH_AFRICA_FINANCIAL","SOUTH_AFRICA_INDUSTRIAL","SOUTH_AFRICA_RESOURCE"
"1",2006-01-02,0,0,0,0.000894989057754787,0.00521099131503544,0.0145611849449125,0,0.00192182175190614,-0.000193500765600168,0.0022681690827871,0.00493446646402842,0.00454295338368402,-0.0133166282097477,-0.00584073630005362,0.000497435484024337
"2",2006-01-03,0.0350060542658883,0.0197363536829945,0.00749962302510226,-9.96697032775713e-05,6.25724861644186e-05,0.0300752073976985,0.0132350608286026,-0.00148157667194453,-0.00535277884378151,-0.000495036519694326,0.00759842170914164,0.000324964915854028,0.00285062296469166,0.00201032007917884,-0.00298370814116299
"3",2006-01-04,0.0410153663243045,0.00894725508605043,-0.0053161635126787,-0.00130822260140759,-0.000727549621565025,0.0161336206790312,0.0142678359927114,0.00178758504602653,0.00718706881710822,-0.00115821985947346,0.00805396139246504,-0.00193959077306654,0.000692785571973928,0.000960770257839353,0.0096402434680796
"4",2006-01-05,-0.00362217573285615,-0.00175276488389907,0.0159701844101411,-0.0196565074769233,0.0139412659816796,0.00222172694896893,0.00540183052641597,0.0153980597552829,-0.016404466351273,0.0082709382745464,0.0172883239167402,0.00920106179094392,0.000901691560981934,-0.00402816038928051,-0.0168706429833764
"5",2006-01-06,0.0265408025384396,0.0157465295686839,0.0108533584882672,0.00794680553313024,-0.0582201402228231,0.00111968648260696,0.00444714700991207,-0.0354783163635069,0.00724362226596131,0.00830359965788446,-0.0326799242678497,0.0117157061629924,-0.00296868027038533,0.0124050705104942,-0.00132933115597503
"6",2006-01-09,0.00435784635178626,-0.00372873006785463,-0.00353720683233034,-0.000952756192085391,-0.017545676659513,0.00129194972209616,-0.00758512624723066,0.0188292851126031,0.00324271113093176,-0.0342233260536652,-0.0420722731739498,-0.000679369121525694,0.0103896891528706,-0.00351857422506861,0.000200983769092624
"7",2006-01-10,-0.0146069066364332,-0.00899882670170143,-0.00876039138447713,-0.000154040289328182,0.00506112368179533,-0.0134093933889384,-0.0195511118052718,0.00221221280455329,-0.000972663007944411,0,0,0,0.0073407286159372,0.00203289781663919,0.00189221676059667
"8",2006-01-11,0.017977088383967,0.0136198589777374,0.000994542408538144,0.000177978592770878,0.000261312582450509,0.0326620892336798,0,-0.000397206412459749,0.00137768319023425,0.050480366900033,0.0373524852744072,-0.0269622118776419,0.00213600619818093,0.00295568105522514,0.00246655297525014
"9",2006-01-12,-0.00116127530948253,-0.00588158005137045,-0.00328879232345916,0.00625885769716485,-0.000235840202141352,0.0349988461235483,-0.00268900651311455,-0.0040992272014513,-0.0158650093594775,0.0995138486256472,0.0156865961676995,-0.0101206079900172,0.000589515522628929,0.000911750230697824,0.0166258838424909
"10",2006-01-13,0.00986483931486591,0.00267085574959648,0.0142656553762931,0.0243789058553273,0.0070687708391,0.00143661111829583,-0.0052644519533565,0.0381739347150385,0.0139407812525675,-0.0353065588945453,0.0190709790021273,-0.0317269328075283,0.00080777874921775,0.0012426333468014,0.0177108031306121
